x,y,z,t,E1_GPa,E2_GPa,G12_GPa,nu12,FiberVol_pct,Orientation_deg,sigma_x_MPa,sigma_y_MPa,tau_xy_MPa,eps_x,eps_y,gamma_xy
0.3745401188473625,0.7202679239473956,0.0,0.0,120.13204827011359,12.798696105075855,4.079973174799083,0.27989120412044166,60.30059139426673,42.3811322546174,278.0734920464473,25.02343336838086,14.094240230720287,0.0023147319641234013,0.0019551548972599466,0.0034544933574016338
0.9507143064099162,0.6872830044131277,0.0,0.0,120.0099047777843,11.272996735766922,4.023881703896774,0.2594817775162058,56.188460825176534,88.6202724833443,245.0077531093945,33.31891102422914,5.777526720856671,0.0020415627656988965,0.0029556391973852895,0.0014358092871521663
0.7319939418114051,0.09575419866335766,0.0,0.0,134.16790382385645,8.389948269853969,4.6731264078407255,0.2626359224972216,54.20512759073342,65.48916690621365,356.10467749312795,22.096437488823486,17.941961275559304,0.0026541718797413964,0.002633679824727702,0.003839391385915795
0.5986584841970366,0.9225724049058001,0.0,0.0,120.87881115016111,14.42957105481985,6.3979628440279885,0.26806711281809215,59.237857638485515,76.12638854008365,441.0422426598078,37.456116648014984,22.582712519635216,0.003648631538176904,0.0025957886416522183,0.0035296723457396225
0.15601864044243652,0.5684722021568196,0.0,0.0,149.23597660987124,14.862303930134667,6.714242974523161,0.2703653334364948,61.10403668723167,39.57078343697234,303.06244028201934,32.212950119174124,25.22245588136499,0.0020307599224165442,0.002167426414545288,0.0037565598947000073
0.15599452033620265,0.36372552113568424,0.0,0.0,126.66195523624177,11.017303906482844,5.175305097695794,0.2742261809210544,53.81877402158894,81.42997491816719,281.04614236772755,21.178569018439575,9.610195963351233,0.002218867866389227,0.0019223005190932055,0.0018569332207351383
0.05808361216819946,0.7565385834953067,0.0,0.0,134.17994188094534,12.29562565186529,5.689595789820036,0.27554600289634945,54.49099851643816,65.8935947053402,484.88735932847334,34.29522211214716,11.417367728693534,0.0036137097134734363,0.0027892213932964403,0.0020067098174393633
0.8661761457749352,0.25736545840163405,0.0,0.0,121.83412890036671,11.152090383706227,6.118157805866142,0.29557163454875357,59.60440875426629,67.15151914010279,318.1946094039532,29.09707429262748,14.743391702461215,0.0026117034059000483,0.0026091139231744203,0.002409776303632627
0.6011150117432088,0.6935098370463204,0.0,0.0,135.66145248513774,10.253157556202844,6.85881009775518,0.3009573190826041,64.47834890270877,7.823811935921068,525.8817212016273,20.850593736599297,11.472059485285603,0.003876427028961965,0.002033577814668939,0.0016726019997317454
0.7080725777960455,0.03971120757224722,0.0,0.0,131.39868375442225,8.541231550004653,6.738796711892295,0.2808879208126356,53.208073050046636,55.57110349078342,362.72452729787716,13.161880693618272,16.147961349457024,0.0027604882859845964,0.0015409816039480982,0.002396267767056973
0.020584494295802447,0.839408037609272,0.0,0.0,121.33980086631671,11.192474112781092,4.17157691014414,0.3407296419920728,59.81371453566814,30.169506138542438,436.0233939416718,14.489315945038257,4.286733527392981,0.0035934078581688986,0.0012945588079129333,0.0010276050567277837
0.9699098521619943,0.4481708470213185,0.0,0.0,130.05372800088674,13.72869189451616,4.744497529627843,0.30531397233389546,63.59884761602582,60.21014992616143,327.4206232515753,28.904544656689524,17.23490780949727,0.0025175796825243095,0.002105411417109249,0.0036326097130140503
0.8324426408004217,0.6366929143579417,0.0,0.0,131.74308060668568,8.119220227616026,4.147433631865531,0.32874769280334065,56.92950147566542,51.13926983773081,279.7778368665421,12.926286077390968,6.1667449129989755,0.002123662476831014,0.0015920600396358996,0.0014868821204560546
0.21233911067827616,0.22123781980668367,0.0,0.0,149.6976447382482,12.074753782261556,5.849627262967154,0.34242378324208433,54.75266339742987,10.007055604053392,563.3285499162185,18.45543490863081,14.638946606709515,0.003763108971428502,0.0015284315723060795,0.0025025434867253548
0.18182496720710062,0.677073712658448,0.0,0.0,126.23657615758127,14.165404761086823,6.131479949417917,0.26631351145758053,60.00306597809812,47.69889684895258,486.59061665315124,17.16241441682838,23.216722999372223,0.0038545929512991514,0.0012115724687214386,0.003786479478184752
0.18340450985343382,0.7722402758932766,0.0,0.0,136.343388461103,9.522846010100507,4.924850237069535,0.29278744837156345,50.471477097211796,40.61325959146555,465.7761903990023,10.179402816255637,17.054498445901693,0.0034161993159784365,0.0010689454397833113,0.0034629476278348194
0.3042422429595377,0.47321318688439873,0.0,0.0,149.61946647595886,9.282791052823436,6.561555724399644,0.2933210401714609,55.40240825800061,69.8799142785242,529.6732067854339,23.826210763504616,21.839309728299103,0.003540135647192291,0.0025667076451384397,0.003328373734156973
0.5247564316322378,0.6177269240617943,0.0,0.0,143.76057623820407,13.405936379913602,5.358438251234493,0.2854472250438354,53.869610402256704,45.23744438914483,289.5704940196454,16.30121824877809,15.091167469371834,0.0020142552401838016,0.0012159701334404772,0.002816336917924749
0.43194501864211576,0.45632592382239856,0.0,0.0,149.80102502646267,9.785605017835053,6.995144545291038,0.250890586655164,53.36932554167642,43.30459508394916,525.4491213219108,27.17676752958945,16.150532830407517,0.003507647035319612,0.002777218933326821,0.002308820457652968
0.2912291401980419,0.8940913692578455,0.0,0.0,149.04894943980509,9.343889872924539,4.001199077767975,0.33159721077780946,52.69638895290445,64.75418804632001,438.85864966971303,13.33901589469665,9.355252030717473,0.002944392773777654,0.0014275656151886643,0.002338112113115901
0.6118528947223795,0.49786918051431917,0.0,0.0,134.68618626282463,10.645924753984644,4.32846912525567,0.2611559321553903,61.05594952378931,60.17291011375895,391.34161154205924,26.820825271389857,5.457752907949283,0.002905580909228516,0.0025193513847964347,0.00126089680901372
0.13949386065204183,0.8418087090288189,0.0,0.0,140.89127549611698,10.747514085891526,4.905379728806021,0.34954805979217585,64.32649692988946,89.26689407701116,433.96483089656215,28.437911098374254,5.858778864178183,0.003080139840940842,0.0026459989604205557,0.001194357865869891
0.29214464853521815,0.8013520582702486,0.0,0.0,123.31329380823453,14.118707441115962,4.076522793861139,0.32729584919111815,55.77155967982914,31.675743067056093,313.51423776695503,36.49843783079861,14.391411837111514,0.002542420432419099,0.0025851118441982336,0.003530315556872055
0.3663618432936917,0.41050482134835653,0.0,0.0,133.23446475140406,12.329104303535738,6.347018373214752,0.3080010017606514,50.73654960362062,61.95209118885849,452.0081953283266,33.85216519863909,14.128185297989978,0.0033925771096218046,0.00274571164013358,0.002225956262804086
0.45606998421703593,0.23008449185747504,0.0,0.0,144.27055626800092,10.841730194377126,4.158315363613862,0.26546064177415973,60.783677205088665,15.053270026472585,373.8306545239365,18.208053941111885,4.832162630212768,0.0025911777440540155,0.0016794417140684036,0.0011620481391323063
0.7851759613930136,0.406082132559771,0.0,0.0,135.1600596293143,11.740715750000367,6.246938899881481,0.3015392971393247,58.07306501695384,72.4104681511543,421.3227322526325,34.89078847246663,18.673117514535463,0.0031172132759347605,0.0029717769525648844,0.002989162822592956
0.19967378215835974,0.8262173757752201,0.0,0.0,141.08097098451697,14.67775663327692,4.157705376368648,0.2761108740857809,60.854669207687124,70.75400566590004,320.7975947589349,22.88540257629602,12.680615568872945,0.00227385445762307,0.0015591894012202791,0.0030499072014449065
0.5142344384136116,0.22763253581939236,0.0,0.0,142.3725398995283,8.792502736269267,4.758181793959137,0.27523225245430694,59.7185624629836,65.3238616583258,476.969545390789,25.222139760106703,8.00478950774211,0.003350151270233602,0.002868596179795864,0.0016823210743870235
0.5924145688620425,0.5244363458577493,0.0,0.0,127.60407423728682,9.45400865207284,6.523830446975589,0.3329529249382485,63.58153971445215,10.71456884441268,303.59887104379163,17.72513353513859,14.562225342081335,0.002379225529109931,0.001874880189712145,0.002232158769367205
0.046450412719997725,0.8060967479607475,0.0,0.0,146.27098118827698,14.737700946105887,6.853285882713172,0.2880644423959435,52.10660289090376,88.87901287429254,342.39520418370915,16.415794326409745,18.64280310385851,0.002340827971496172,0.0011138639864141941,0.0027202722056121117
0.6075448519014384,0.3534774751283788,0.0,0.0,133.79467292727537,14.701273939690429,5.243579027981537,0.2950723803390804,52.53742767889612,84.83495430960306,274.0872613882494,37.779818009746364,14.623530708419214,0.0020485663247387332,0.0025698329386100744,0.0027888452963868832
0.17052412368729153,0.6422096370026974,0.0,0.0,126.30555310864631,9.240157948853408,6.909816892937654,0.3342964737780118,55.123538360347055,33.30823339218753,283.3755457560366,23.79175888310448,17.50496028798334,0.0022435715515396293,0.0025748216659063445,0.002533346477802431
0.06505159298527952,0.24563157404881453,0.0,0.0,145.96247645365332,9.015761719877087,5.880642771275628,0.25877906257188427,57.37083223996179,51.95842959937907,359.81801074961487,12.573343328676295,12.305770629670866,0.0024651404901578655,0.0013945957889454634,0.0020925893832183075
0.9488855372533332,0.10927944536815992,0.0,0.0,132.5345641831876,10.947595940370338,5.247505367298794,0.30946178530910495,63.885706715115816,79.99982731277397,323.9964768320075,28.978559008413217,6.330906280224182,0.0024446187213788525,0.0026470248962653002,0.001206460181951768
0.9656320330745594,0.7943842250928563,0.0,0.0,142.5093731513916,8.348028047415784,6.408404031903751,0.30782156813730377,63.60446344024941,44.51795914731229,378.41124627493457,10.978982598494627,6.836811261073425,0.0026553428585566648,0.0013151588059042614,0.0010668508457077428
0.8083973481164611,0.09896862340870682,0.0,0.0,136.4409921666478,12.58432472599598,4.885985560420604,0.29252145692666753,63.07808178904066,53.92470059499789,287.7312444784902,16.395655066486462,11.621825844710655,0.0021088328361542398,0.0013028633179353083,0.0023786042142355827
0.3046137691733707,0.2713813950795846,0.0,0.0,131.45615256703502,8.542472151632195,4.797388784080655,0.33297746414240925,53.33790400915388,54.291857326580974,508.78737193996045,22.362813131820214,7.718173406962544,0.0038703960370398667,0.0026178385758679227,0.0016088280008854047
0.09767211400638387,0.8551094219974401,0.0,0.0,144.2962924511571,8.406207389659965,5.969643030733223,0.3442890061335693,60.945145658205284,58.43294709746044,322.98585998126885,13.285491684409363,22.77697321565557,0.0022383517586953695,0.001580438248615083,0.0038154665360045797
0.6842330265121569,0.3464692870786672,0.0,0.0,137.5340979493384,11.396308553461944,5.171462085904285,0.29653358619136105,55.75237616135689,51.795032320716096,468.1561336707926,13.148555614309231,15.10713906499931,0.00340392775792401,0.001153755670323176,0.002921251053193725
0.4401524937396013,0.9730453495141611,0.0,0.0,131.71686307281095,14.70450645277071,4.4077540808349385,0.29561470509983995,63.96774391311621,36.53498006402155,404.39004503963395,42.8296390769391,12.150081466525041,0.0030701463396990685,0.0029126879718474933,0.0027565243531516423
0.12203823484477883,0.9797343347738597,0.0,0.0,123.2879361100538,10.987571552442116,4.200892705869727,0.3002063729670745,53.21803754567836,48.55314283471108,382.8802539453238,23.22860869415343,9.32453483930074,0.0031055776098282894,0.0021140803118584106,0.0022196555570848002
0.4951769101112702,0.2682760204535567,0.0,0.0,146.86335941300123,10.495368110623858,6.3635277287454315,0.3223124030833061,52.118869298059394,78.42984136170033,324.719829767153,19.900844497976667,12.65435710420111,0.002211033651041533,0.0018961549788646466,0.0019885757780293218
0.034388521115218396,0.04097822224989045,0.0,0.0,121.06408756025,14.985697008516002,6.027732195407034,0.3168060290698962,62.63577761950269,77.7693011106195,301.0173652280922,30.094577761019135,9.279234990373316,0.0024864298843229196,0.002008220087722121,0.0015394238976714721
0.9093204020787821,0.7050632842053791,0.0,0.0,145.89562045104168,11.723782725454285,5.23539467381981,0.2722834949206887,60.75361392678512,69.52911721747556,519.3537715713873,27.44420948133362,6.180013032989374,0.003559762588937118,0.002340900554370363,0.0011804292547213748
0.2587799816000169,0.4509865026483437,0.0,0.0,130.79884574649466,10.62668984823174,6.68868290551317,0.2563895348599343,62.32132517335745,37.26968462304048,382.89699855331014,28.940004204097374,19.42054350454644,0.0029273729165425113,0.0027233319704830696,0.0029034929266177336
0.662522284353982,0.10075284395957629,0.0,0.0,139.18016290504218,10.701025693391212,5.232570257327799,0.3449254129816789,52.36915081517191,70.73752966861775,405.58987234741375,25.095593622615137,17.464233572479802,0.0029141356345741146,0.0023451577766151694,0.0033376013533736185
0.31171107608941095,0.7075228189780428,0.0,0.0,147.66599171507056,9.364716472234573,6.130886414396151,0.2761069759733704,63.271890316241944,34.90707124706494,456.55719690777676,23.21562646002173,21.907422849531486,0.003091823591912269,0.002479052785938975,0.003573287999283414
0.5200680211778108,0.031174909111921223,0.0,0.0,124.55119846511695,11.585561402132772,6.727345825621878,0.31385966846905916,60.16430534970705,59.76618277055381,357.16448356033345,15.759910543738009,21.34535362477375,0.0028676117770184643,0.0013603061601172636,0.0031729234943560494
0.5467102793432796,0.8701966904922421,0.0,0.0,137.0085142691643,11.07198519717604,6.52214637612533,0.3328438002743722,59.77341204347865,51.06853254651953,494.9120009657623,19.577330763225635,24.0722812079296,0.0036122718621228725,0.0017681861395749446,0.0036908526456945964
0.18485445552552704,0.13865252911330372,0.0,0.0,142.93298587110576,9.895567074431893,5.5333143290187365,0.2800276750547186,58.73875794647083,27.002220026085038,499.895310685113,21.469616139481662,21.847846386668788,0.0034974103957774246,0.00216961958602198,0.003948419534399237
0.9695846277645586,0.127311878746725,0.0,0.0,142.72751498157172,9.123780606212318,6.041909177340198,0.31354334136569284,61.47314728386765,40.75904506106193,375.9454781856941,20.42643851488525,23.47284074001928,0.0026340084337223586,0.00223881298734617,0.003885003903741668
0.7751328233611146,0.17567229796858452,0.0,0.0,135.7689574379851,10.178672080672875,5.240997330182108,0.26079002411492247,56.23412470820935,74.7325583350236,492.0487270431943,15.689264918300568,14.552629333308179,0.0036241622262434053,0.0015413862234633859,0.002776690850327627
0.9394989415641891,0.9602663584920665,0.0,0.0,138.74218379719375,11.560783293814104,5.941591516882342,0.346993144437566,51.99231868899751,82.14775273448413,421.3895448888158,34.10390035287213,9.937906029098164,0.0030372128602558367,0.0029499645037996953,0.0016726000097550897
0.8948273504276488,0.693169360253846,0.0,0.0,142.72580982398534,8.408332905993612,4.772657315036188,0.2558158275050626,58.08897299741295,18.47658861447185,464.64011540805404,10.395826903493726,6.29545141341351,0.0032554736664732542,0.001236371944322446,0.001319066297422985
0.5978999788110851,0.8013715354636367,0.0,0.0,145.23082913272236,9.076208200087692,5.304226341308659,0.29381746738409764,61.221529366603434,41.059332884340144,542.0525267464831,11.114331528548192,21.120235810032334,0.0037323516637856316,0.0012245566963129833,0.003981774994319256
0.9218742350231168,0.397634985732753,0.0,0.0,142.8543929062759,14.633600868783667,4.628637212805517,0.3036819242060023,52.3047117933149,39.0155002338265,421.704239109428,21.340185966276216,8.910916716670506,0.0029519864984908113,0.0014583003976689707,0.0019251706943066746
0.0884925020519195,0.33631272750495556,0.0,0.0,130.62014829543728,11.799987457219373,4.114554858038644,0.3290481778663364,53.36031001416803,44.011376748744716,458.8059780041055,29.592321604993995,4.533882218708753,0.003512520725105716,0.0025078265305179676,0.0011019131777647501
0.1959828624191452,0.23448400678316994,0.0,0.0,149.901792031732,8.444145125620265,5.765619551726116,0.26211285170724213,60.44818433099268,87.89631007837995,488.10642542811223,9.061433894141436,12.529488608950171,0.0032561747182100888,0.0010731025769143004,0.0021731382892232424
0.045227288910538066,0.48064802831240894,0.0,0.0,133.03508081157912,12.85161431138701,6.593288036052392,0.2940807973855176,54.044764011459236,46.68682618262069,379.6142571260624,38.242954267449534,21.390599138659013,0.002853489882595099,0.0029757315572071638,0.0032442992057520113
0.32533033076326434,0.5518287335341685,0.0,0.0,120.733941082768,8.432620090553243,4.076734823869574,0.2799711569543452,52.54911290879902,74.70690193792635,431.99772012099606,25.090914440173773,14.971400801987969,0.003578096732755905,0.0029754588930529682,0.003672399959479666
